Last Name/Surname,Total,Two or More Races,Percentage,Rank,U.S. Rank
EDDY,"19,321",290,1.50%,"2,145","1,858"
SHERRILL,"13,631",290,2.13%,"2,146","2,640"
MYRICK,"13,236",290,2.19%,"2,147","2,720"
BILLINGSLEY,"11,973",290,2.42%,"2,148","2,995"
ALLAN,"11,867",290,2.44%,"2,149","3,022"
RAWLS,"11,679",290,2.48%,"2,150","3,074"
VICTOR,"11,234",290,2.58%,"2,151","3,214"
ANTOINE,"9,493",290,3.05%,"2,152","3,734"
CROCKER,"20,370",289,1.42%,"2,153","1,757"
HUSTON,"16,435",289,1.76%,"2,154","2,218"
HARE,"16,304",289,1.77%,"2,155","2,236"
TRINH,"15,392",289,1.88%,"2,156","2,368"
HEARN,"15,234",289,1.90%,"2,157","2,385"
ISOM,"10,099",289,2.86%,"2,158","3,535"
BUFORD,"9,089",289,3.18%,"2,159","3,907"
NUNEZ,"125,350",288,0.23%,"2,160",242
ROSSI,"26,183",288,1.10%,"2,161","1,348"
JORGENSEN,"20,731",288,1.39%,"2,162","1,728"
CAUDILL,"18,822",288,1.53%,"2,163","1,913"
DYSON,"12,017",288,2.40%,"2,164","2,984"
CHOWDHURY,"11,961",288,2.41%,"2,165","2,997"
MARIANO,"9,091",288,3.17%,"2,166","3,904"
AKAU,644,288,44.72%,"2,167","35,016"
LIANG,"24,140",287,1.19%,"2,168","1,480"
HEALY,"21,751",287,1.32%,"2,169","1,654"
COYLE,"19,931",287,1.44%,"2,170","1,800"
BEEBE,"14,847",287,1.93%,"2,171","2,441"
SINGLETARY,"13,749",287,2.09%,"2,172","2,622"
SHELL,"13,369",287,2.15%,"2,173","2,696"
LYTLE,"12,970",287,2.21%,"2,174","2,781"
SHELBY,"12,303",287,2.33%,"2,175","2,912"
SALES,"10,439",287,2.75%,"2,176","3,418"
IGNACIO,"6,219",287,4.61%,"2,177","5,594"
SAEED,"3,568",287,8.04%,"2,178","9,144"
EGAN,"23,048",286,1.24%,"2,179","1,561"
KRUSE,"20,584",286,1.39%,"2,180","1,741"
NEWCOMB,"14,292",286,2.00%,"2,181","2,534"
SPAIN,"11,628",286,2.46%,"2,182","3,093"
CORREIA,"10,126",286,2.82%,"2,183","3,525"
WOFFORD,"8,856",286,3.23%,"2,184","4,011"
STEINER,"23,735",285,1.20%,"2,185","1,511"
GRUBBS,"15,773",285,1.81%,"2,186","2,316"
CRAVEN,"15,567",285,1.83%,"2,187","2,341"
DOWELL,"15,320",285,1.86%,"2,188","2,377"
LIND,"14,990",285,1.90%,"2,189","2,416"
CRUTCHFIELD,"9,019",285,3.16%,"2,190","3,948"
CHIANG,"8,841",285,3.22%,"2,191","4,022"
KUO,"7,426",285,3.84%,"2,192","4,767"
SANNICOLAS,"1,462",285,19.49%,"2,193","18,757"
GOLDBERG,"29,603",284,0.96%,"2,194","1,193"
GOLDSMITH,"16,346",284,1.74%,"2,195","2,229"
RADER,"16,320",284,1.74%,"2,196","2,233"
EDMONDSON,"13,524",284,2.10%,"2,197","2,667"
MARLOW,"13,205",284,2.15%,"2,198","2,728"
SNEAD,"10,500",284,2.70%,"2,199","3,407"
LING,"9,127",284,3.11%,"2,200","3,887"
YAMAGUCHI,"2,912",284,9.75%,"2,201","10,931"
YAMASHITA,"2,480",284,11.45%,"2,202","12,500"
QUAN,"6,451",284,4.40%,"2,203","5,397"
DESILVA,"4,731",284,6.00%,"2,204","7,075"
ENGEL,"21,933",283,1.29%,"2,205","1,644"
BALES,"13,326",283,2.12%,"2,206","2,704"
QUIGLEY,"17,121",282,1.65%,"2,207","2,113"
MOTT,"17,092",282,1.65%,"2,208","2,117"
HAM,"16,980",282,1.66%,"2,209","2,133"
BURNHAM,"15,775",282,1.79%,"2,210","2,315"
ROWLEY,"15,588",282,1.81%,"2,211","2,338"
DOVE,"14,560",282,1.94%,"2,212","2,475"
HELM,"11,649",282,2.42%,"2,213","3,087"
SIMPKINS,"11,585",282,2.43%,"2,214","3,107"
COSBY,"10,300",282,2.74%,"2,215","3,471"
RIOS,"127,794",281,0.22%,"2,216",237
LAYTON,"19,504",281,1.44%,"2,217","1,836"
DELOSSANTOS,"19,131",281,1.47%,"2,218","1,880"
CAVANAUGH,"17,577",281,1.60%,"2,219","2,049"
BRINSON,"12,303",281,2.28%,"2,220","2,912"
REIS,"12,165",281,2.31%,"2,221","2,953"
MALDONADO,"121,526",280,0.23%,"2,222",249
LUCERO,"39,986",280,0.70%,"2,223",865
KATZ,"31,780",280,0.88%,"2,224","1,101"
GAUTHIER,"16,852",280,1.66%,"2,225","2,153"
TRIMBLE,"16,306",280,1.72%,"2,226","2,235"
TILLEY,"15,758",280,1.78%,"2,227","2,318"
FLINT,"15,123",280,1.85%,"2,228","2,399"
SAMPLE,"11,471",280,2.44%,"2,229","3,150"
NAKAMOTO,"1,770",280,15.82%,"2,230","16,295"
BOWER,"21,445",279,1.30%,"2,231","1,682"
GRANGER,"17,539",279,1.59%,"2,232","2,055"
ADAMSON,"16,515",279,1.69%,"2,233","2,205"
BURK,"15,500",279,1.80%,"2,234","2,352"
BRANHAM,"13,872",279,2.01%,"2,235","2,599"
WARDEN,"11,135",279,2.51%,"2,236","3,244"
BURNEY,"9,126",279,3.06%,"2,237","3,888"
NAKAGAWA,"2,431",279,11.48%,"2,238","12,696"
STAHL,"22,211",278,1.25%,"2,239","1,619"
PINTO,"21,366",278,1.30%,"2,240","1,687"
VANDYKE,"17,030",278,1.63%,"2,241","2,131"
ASHER,"13,371",278,2.08%,"2,242","2,695"
SHOCKLEY,"12,504",278,2.22%,"2,243","2,877"
FAISON,"8,320",278,3.34%,"2,244","4,267"
GOLD,"18,698",277,1.48%,"2,245","1,928"
DOTY,"17,965",277,1.54%,"2,246","2,009"
MOCK,"15,847",277,1.75%,"2,247","2,301"
DOWDY,"13,468",277,2.06%,"2,248","2,678"
WILLINGHAM,"12,818",277,2.16%,"2,249","2,814"
BUNDY,"12,065",277,2.30%,"2,250","2,971"
WORTHY,"8,795",277,3.15%,"2,251","4,040"
TAMURA,"2,040",277,13.58%,"2,252","14,591"
REEDER,"19,155",276,1.44%,"2,253","1,874"
BRAND,"19,135",276,1.44%,"2,254","1,879"
CUTLER,"15,621",276,1.77%,"2,255","2,331"
HUNTLEY,"12,614",276,2.19%,"2,256","2,858"
MIXON,"12,394",276,2.23%,"2,257","2,894"
JOE,"9,280",276,2.97%,"2,258","3,819"
BORJA,"7,618",276,3.62%,"2,259","4,656"
CRONIN,"19,078",275,1.44%,"2,260","1,883"
FAGAN,"17,501",275,1.57%,"2,261","2,063"
COON,"17,097",275,1.61%,"2,262","2,116"
REAGAN,"16,491",275,1.67%,"2,263","2,207"
GARVIN,"13,536",275,2.03%,"2,264","2,664"
BARKLEY,"13,051",275,2.11%,"2,265","2,764"
BELTON,"9,041",275,3.04%,"2,266","3,939"
KOENIG,"22,499",274,1.22%,"2,267","1,592"
GRIMM,"22,103",274,1.24%,"2,268","1,630"
CAHILL,"20,623",274,1.33%,"2,269","1,737"
MCLAIN,"17,152",274,1.60%,"2,270","2,109"
CRANDALL,"16,781",274,1.63%,"2,271","2,163"
JANSEN,"16,596",274,1.65%,"2,272","2,189"
DOWLING,"16,238",274,1.69%,"2,273","2,245"
MURRY,"10,140",274,2.70%,"2,274","3,518"
CANADY,"8,958",274,3.06%,"2,275","3,970"
ALAM,"7,932",274,3.45%,"2,276","4,476"
BEY,"5,453",274,5.02%,"2,277","6,265"
ABDALLAH,"4,121",273,6.62%,"2,278","8,032"
MONTOYA,"71,844",273,0.38%,"2,279",459
FINN,"20,852",273,1.31%,"2,280","1,721"
LANDIS,"18,826",273,1.45%,"2,281","1,912"
SHAVER,"16,972",273,1.61%,"2,282","2,135"
KERNS,"15,614",273,1.75%,"2,283","2,333"
UPTON,"13,769",273,1.98%,"2,284","2,616"
MCHENRY,"11,660",273,2.34%,"2,285","3,082"
JAY,"9,852",273,2.77%,"2,286","3,604"
BEYER,"18,641",272,1.46%,"2,287","1,937"
MICHAELS,"17,528",272,1.55%,"2,288","2,057"
HONEYCUTT,"16,587",272,1.64%,"2,289","2,192"
NUGENT,"15,977",272,1.70%,"2,290","2,281"
COY,"13,875",272,1.96%,"2,291","2,597"
OGLESBY,"12,271",272,2.22%,"2,292","2,919"
SEARCY,"10,243",272,2.66%,"2,293","3,490"
ASHFORD,"9,421",272,2.89%,"2,294","3,760"
HONDA,"2,171",272,12.53%,"2,295","13,911"
ROCHA,"55,251",271,0.49%,"2,296",613
GOLDMAN,"23,940",271,1.13%,"2,297","1,495"
DRISCOLL,"23,385",271,1.16%,"2,298","1,538"
AMBROSE,"17,178",271,1.58%,"2,299","2,107"
THURSTON,"15,234",271,1.78%,"2,300","2,385"
BLISS,"14,588",271,1.86%,"2,301","2,471"
AUGUSTINE,"14,268",271,1.90%,"2,302","2,536"
LAYNE,"13,367",271,2.03%,"2,303","2,697"
BARNHART,"20,157",270,1.34%,"2,304","1,777"
OGLE,"14,354",270,1.88%,"2,305","2,524"
LOYD,"13,547",270,1.99%,"2,306","2,662"
GANN,"12,972",270,2.08%,"2,307","2,780"
AIKEN,"12,812",270,2.11%,"2,308","2,816"
AGEE,"10,857",270,2.49%,"2,309","3,304"
EDMOND,"9,369",270,2.88%,"2,310","3,777"
GOLDSTEIN,"29,938",269,0.90%,"2,311","1,173"
MCGREGOR,"15,614",269,1.72%,"2,312","2,333"
STARKEY,"15,004",269,1.79%,"2,313","2,415"
BROWER,"14,950",269,1.80%,"2,314","2,423"
ROWAN,"13,993",269,1.92%,"2,315","2,581"
MATHEW,"13,808",269,1.95%,"2,316","2,612"
BEAUCHAMP,"11,865",269,2.27%,"2,317","3,023"
PERRIN,"11,550",269,2.33%,"2,318","3,121"
FAIRBANKS,"9,466",269,2.84%,"2,319","3,743"
LOVING,"7,135",269,3.77%,"2,320","4,933"
DESOUZA,"6,639",269,4.05%,"2,321","5,255"
MANSOUR,"6,291",269,4.28%,"2,322","5,525"
MURAKAMI,"2,830",269,9.51%,"2,323","11,174"
ROSENBERG,"26,307",268,1.02%,"2,324","1,339"
OTTO,"22,558",268,1.19%,"2,325","1,587"
PUTNAM,"18,340",268,1.46%,"2,326","1,971"
STJOHN,"15,843",268,1.69%,"2,327","2,303"
GRIFFITHS,"14,805",268,1.81%,"2,328","2,444"
JACQUES,"14,417",268,1.86%,"2,329","2,512"
CLEMENS,"14,231",268,1.88%,"2,330","2,542"
TUBBS,"12,828",268,2.09%,"2,331","2,810"
HUDGINS,"11,755",268,2.28%,"2,332","3,048"
GOO,"1,299",268,20.63%,"2,333","20,449"
MAHMOOD,"5,384",268,4.98%,"2,334","6,335"
ALVARADO,"133,501",267,0.20%,"2,335",219
LADD,"16,112",267,1.66%,"2,336","2,256"
JOLLY,"15,827",267,1.69%,"2,337","2,306"
MCKINNON,"15,450",267,1.73%,"2,338","2,359"
HEMPHILL,"13,495",267,1.98%,"2,339","2,672"
HUTSON,"15,835",266,1.68%,"2,340","2,304"
CORNETT,"15,733",266,1.69%,"2,341","2,322"
KILPATRICK,"14,087",266,1.89%,"2,342","2,565"
EMMONS,"13,493",266,1.97%,"2,343","2,673"
DONG,"12,466",266,2.13%,"2,344","2,879"
SHARIF,"3,879",266,6.86%,"2,345","8,493"
MCDONOUGH,"21,739",265,1.22%,"2,346","1,655"
BURGER,"19,480",265,1.36%,"2,347","1,840"
CHRISTIANSEN,"19,340",265,1.37%,"2,348","1,854"
PAULSON,"19,331",265,1.37%,"2,349","1,857"
KENNY,"17,429",265,1.52%,"2,350","2,077"
WAGGONER,"14,983",265,1.77%,"2,351","2,417"
MAXEY,"10,584",265,2.50%,"2,352","3,372"
LUU,"15,702",264,1.68%,"2,353","2,324"
MICHAUD,"14,910",264,1.77%,"2,354","2,431"
ALVES,"13,882",264,1.90%,"2,355","2,595"
CHOATE,"11,372",264,2.32%,"2,356","3,179"
SEWARD,"10,399",264,2.54%,"2,357","3,430"
MAJORS,"9,747",264,2.71%,"2,358","3,650"
KELSEY,"14,456",263,1.82%,"2,359","2,501"
RADFORD,"12,956",263,2.03%,"2,360","2,785"
BAUGH,"12,543",263,2.10%,"2,361","2,873"
CONCEPCION,"12,332",263,2.13%,"2,362","2,909"
STREETER,"11,988",263,2.19%,"2,363","2,987"
BARBEE,"11,470",263,2.29%,"2,364","3,151"
PLEASANT,"7,378",263,3.56%,"2,365","4,791"
BERGMAN,"17,846",262,1.47%,"2,366","2,021"
SHEARER,"17,707",262,1.48%,"2,367","2,033"
DORAN,"16,704",262,1.57%,"2,368","2,174"
MARCUM,"16,246",262,1.61%,"2,369","2,244"
HERRINGTON,"14,498",262,1.81%,"2,370","2,491"
ADAM,"13,574",262,1.93%,"2,371","2,654"
CHENEY,"13,573",262,1.93%,"2,372","2,655"
ASHTON,"12,263",262,2.14%,"2,373","2,922"
NEWBY,"11,483",262,2.28%,"2,374","3,148"
MINTER,"10,301",262,2.54%,"2,375","3,470"
PURNELL,"8,441",262,3.10%,"2,376","4,197"
EAGLE,"8,325",262,3.15%,"2,377","4,261"
SHARIFI,"1,207",262,21.71%,"2,378","21,609"
BARROS,"7,134",261,3.66%,"2,379","4,934"
DUFF,"16,536",261,1.58%,"2,380","2,202"
LOONEY,"12,910",261,2.02%,"2,381","2,795"
GOODEN,"11,335",261,2.30%,"2,382","3,190"
MADSEN,"17,364",260,1.50%,"2,383","2,083"
KEARNS,"15,136",260,1.72%,"2,384","2,394"
CONN,"15,089",260,1.72%,"2,385","2,404"
MEEK,"14,970",260,1.74%,"2,386","2,419"
YAZZIE,"14,949",260,1.74%,"2,387","2,424"
FAIRCHILD,"13,993",260,1.86%,"2,388","2,581"
PRUETT,"13,618",260,1.91%,"2,389","2,644"
CRISP,"12,741",260,2.04%,"2,390","2,830"
BORGES,"12,337",260,2.11%,"2,391","2,908"
FRANCE,"11,937",260,2.18%,"2,392","3,005"
REDDICK,"9,785",260,2.66%,"2,393","3,628"
RAHIM,"2,601",260,10.00%,"2,394","12,005"
ANGEL,"24,895",259,1.04%,"2,395","1,428"
VOSS,"20,911",259,1.24%,"2,396","1,719"
CORMIER,"17,377",259,1.49%,"2,397","2,081"
SHOOK,"16,070",259,1.61%,"2,398","2,262"
DOUGLASS,"14,862",259,1.74%,"2,399","2,438"
HIGGINBOTHAM,"14,489",259,1.79%,"2,400","2,492"
WORTHINGTON,"14,452",259,1.79%,"2,401","2,503"
NEWBERRY,"13,482",259,1.92%,"2,402","2,675"
TEMPLETON,"13,396",259,1.93%,"2,403","2,687"
SU,"12,973",259,2.00%,"2,404","2,779"
TROUT,"12,758",259,2.03%,"2,405","2,826"
ELLINGTON,"11,522",259,2.25%,"2,406","3,132"
TRUJILLO,"73,664",258,0.35%,"2,407",448
CRUM,"17,944",258,1.44%,"2,408","2,010"
ALLEY,"14,323",258,1.80%,"2,409","2,529"
CALLAWAY,"13,819",258,1.87%,"2,410","2,610"
SPEAR,"13,284",258,1.94%,"2,411","2,712"
MABRY,"12,846",258,2.01%,"2,412","2,804"
GRESHAM,"11,412",258,2.26%,"2,413","3,162"
EASTON,"10,276",258,2.51%,"2,414","3,477"
SHORTER,"8,675",258,2.97%,"2,415","4,092"
ALDRICH,"17,509",257,1.47%,"2,416","2,060"
BEATY,"12,869",257,2.00%,"2,417","2,800"
SHANKS,"11,822",257,2.17%,"2,418","3,031"
PATTEN,"11,730",257,2.19%,"2,419","3,059"
CANADA,"9,819",257,2.62%,"2,420","3,616"
CALVIN,"9,412",257,2.73%,"2,421","3,763"
BLUNT,"8,326",257,3.09%,"2,422","4,259"
FIGUEROA,"98,468",256,0.26%,"2,423",316
SHAPIRO,"24,335",256,1.05%,"2,424","1,469"
SHULTZ,"17,395",256,1.47%,"2,425","2,080"
STEARNS,"14,554",256,1.76%,"2,426","2,479"
STODDARD,"14,317",256,1.79%,"2,427","2,531"
BRADEN,"13,603",256,1.88%,"2,428","2,648"
GATEWOOD,"8,359",256,3.06%,"2,429","4,242"
LUSTER,"7,316",256,3.50%,"2,430","4,823"
ABBAS,"4,974",256,5.15%,"2,431","6,781"
CHEE,"4,973",255,5.13%,"2,432","6,784"
BERGERON,"20,073",255,1.27%,"2,433","1,786"
POWER,"14,890",255,1.71%,"2,434","2,435"
DYKES,"13,874",255,1.84%,"2,435","2,598"
WHIPPLE,"13,850",255,1.84%,"2,436","2,602"
MACKENZIE,"13,733",255,1.86%,"2,437","2,628"
NEWSOM,"11,218",255,2.27%,"2,438","3,218"
MCDUFFIE,"10,125",255,2.52%,"2,439","3,526"
PETTIGREW,"7,958",255,3.20%,"2,440","4,458"
YOST,"19,210",254,1.32%,"2,441","1,869"
LAIRD,"18,696",254,1.36%,"2,442","1,929"
BAUMAN,"17,641",254,1.44%,"2,443","2,040"
SORENSON,"15,962",254,1.59%,"2,444","2,284"
WINSLOW,"14,056",254,1.81%,"2,445","2,570"
TISDALE,"10,293",254,2.47%,"2,446","3,473"
COUSINS,"9,380",254,2.71%,"2,447","3,773"
ABE,"2,938",254,8.65%,"2,448","10,837"
AVILA,"97,314",253,0.26%,"2,449",318
METZGER,"20,771",253,1.22%,"2,450","1,724"
BARON,"16,308",253,1.55%,"2,451","2,234"
WAY,"14,157",253,1.79%,"2,452","2,552"
ROBERT,"12,181",253,2.08%,"2,453","2,944"
LIMA,"19,109",252,1.32%,"2,454","1,882"
COREY,"15,569",252,1.62%,"2,455","2,340"
DURBIN,"14,650",252,1.72%,"2,456","2,459"
HAMBY,"13,823",252,1.82%,"2,457","2,609"
PRESSLEY,"13,281",252,1.90%,"2,458","2,713"
DUCKWORTH,"12,080",252,2.09%,"2,459","2,968"
PAXTON,"11,754",252,2.14%,"2,460","3,049"
PEYTON,"10,276",252,2.45%,"2,461","3,477"
RIDDICK,"8,464",252,2.98%,"2,462","4,187"
DRAYTON,"7,648",252,3.29%,"2,463","4,640"
DOMINGUEZ,"119,304",251,0.21%,"2,464",254
MCCRARY,"12,204",251,2.06%,"2,465","2,937"
GULLEY,"10,605",251,2.37%,"2,466","3,366"
VIEIRA,"10,420",251,2.41%,"2,467","3,425"
AMINI,"1,302",251,19.28%,"2,468","20,408"
CHAI,"3,619",251,6.94%,"2,469","9,030"
SHEIKH,"6,462",250,3.87%,"2,470","5,384"
PINA,"25,293",250,0.99%,"2,471","1,403"
HEDRICK,"18,804",250,1.33%,"2,472","1,918"
MCGOVERN,"17,257",250,1.45%,"2,473","2,095"
BARTLEY,"16,689",250,1.50%,"2,474","2,175"
SCHILLING,"16,546",250,1.51%,"2,475","2,200"
LAUGHLIN,"16,323",250,1.53%,"2,476","2,232"
DIETRICH,"15,904",250,1.57%,"2,477","2,291"
CROOK,"14,526",250,1.72%,"2,478","2,484"
POOL,"13,505",250,1.85%,"2,479","2,669"
SEAMAN,"13,237",250,1.89%,"2,480","2,719"
FOY,"12,952",250,1.93%,"2,481","2,786"
ROBINS,"10,797",250,2.32%,"2,482","3,322"
SQUIRES,"14,045",249,1.77%,"2,483","2,574"
SEBASTIAN,"13,934",249,1.79%,"2,484","2,586"
BURLESON,"13,176",249,1.89%,"2,485","2,734"
GILCHRIST,"12,825",249,1.94%,"2,486","2,811"
LANKFORD,"11,834",249,2.10%,"2,487","3,028"
BIGELOW,"11,650",249,2.14%,"2,488","3,086"
BOYLES,"11,156",249,2.23%,"2,489","3,236"
MOSBY,"7,549",249,3.30%,"2,490","4,699"
SPRIGGS,"7,143",249,3.49%,"2,491","4,925"
RAMPERSAD,"1,580",249,15.76%,"2,492","17,734"
CRITTENDEN,"6,411",248,3.87%,"2,493","5,432"
ERNST,"18,361",248,1.35%,"2,494","1,969"
ROARK,"14,509",248,1.71%,"2,495","2,489"
CARDWELL,"11,791",248,2.10%,"2,496","3,037"
CASON,"11,657",248,2.13%,"2,497","3,083"
MOE,"11,150",248,2.22%,"2,498","3,238"
AMARAL,"9,567",248,2.59%,"2,499","3,709"
SCROGGINS,"9,495",248,2.61%,"2,500","3,732"
OUTLAW,"8,901",248,2.79%,"2,501","3,991"
BILLIOT,"3,272",248,7.58%,"2,502","9,881"
AMIRI,"1,195",248,20.75%,"2,503","21,759"
ROBLES,"82,458",247,0.30%,"2,504",386
SLACK,"13,377",247,1.85%,"2,505","2,692"
DUBOSE,"13,120",247,1.88%,"2,506","2,748"
DEWEY,"12,249",247,2.02%,"2,507","2,926"
NADEAU,"12,236",247,2.02%,"2,508","2,929"
HATTON,"12,090",247,2.04%,"2,509","2,966"
WITHERS,"11,381",247,2.17%,"2,510","3,176"
PENNY,"10,249",247,2.41%,"2,511","3,485"
WICKS,"9,489",247,2.60%,"2,512","3,735"
NICOLAS,"9,006",247,2.74%,"2,513","3,951"
BRENT,"7,820",247,3.16%,"2,514","4,535"
RAPOZA,"1,906",247,12.96%,"2,515","15,386"
PHILLIP,"6,857",247,3.60%,"2,516","5,108"
BIAS,"6,518",247,3.79%,"2,517","5,339"
MIRZA,"4,831",246,5.09%,"2,518","6,940"
CARNES,"14,487",246,1.70%,"2,519","2,493"
PICKERING,"13,582",246,1.81%,"2,520","2,653"
GILLILAND,"13,351",246,1.84%,"2,521","2,698"
CHURCHILL,"12,235",246,2.01%,"2,522","2,930"
PONDER,"11,764",246,2.09%,"2,523","3,044"
WREN,"11,211",246,2.19%,"2,524","3,220"
SCHAFFER,"20,614",245,1.19%,"2,525","1,738"
COBURN,"13,741",245,1.78%,"2,526","2,625"
MIZE,"11,908",245,2.06%,"2,527","3,008"
SHACKELFORD,"11,525",245,2.13%,"2,528","3,130"
BUTTERFIELD,"11,468",245,2.14%,"2,529","3,152"
WINCHESTER,"10,480",245,2.34%,"2,530","3,413"
TYREE,"9,613",245,2.55%,"2,531","3,695"
HARRY,"9,311",245,2.63%,"2,532","3,802"
HUSSEY,"9,176",245,2.67%,"2,533","3,867"
NATHAN,"8,300",245,2.95%,"2,534","4,284"
NAIR,"7,513",245,3.26%,"2,535","4,719"
HASHIMI,605,245,40.50%,"2,536","36,900"
MORI,"4,228",244,5.77%,"2,537","7,831"
MAI,"17,445",244,1.40%,"2,538","2,075"
CALL,"15,324",244,1.59%,"2,539","2,376"
ANDREW,"13,764",244,1.77%,"2,540","2,617"
BROUGHTON,"12,273",244,1.99%,"2,541","2,918"
OATES,"12,202",244,2.00%,"2,542","2,940"
IRBY,"11,506",244,2.12%,"2,543","3,138"
GANDY,"10,444",244,2.34%,"2,544","3,417"
GOUVEIA,"2,878",244,8.48%,"2,545","11,047"
DAS,"7,289",243,3.33%,"2,546","4,837"
SARMIENTO,"13,710",243,1.77%,"2,547","2,631"
JAMESON,"13,255",243,1.83%,"2,548","2,715"
STEEN,"12,989",243,1.87%,"2,549","2,776"
GILLETTE,"12,724",243,1.91%,"2,550","2,831"
BECKWITH,"11,876",243,2.05%,"2,551","3,020"
BOSTIC,"11,079",243,2.19%,"2,552","3,259"
NEWKIRK,"10,620",243,2.29%,"2,553","3,363"
WEEMS,"10,231",243,2.38%,"2,554","3,494"
MATTOX,"10,099",243,2.41%,"2,555","3,535"
BOBO,"9,254",243,2.63%,"2,556","3,828"
KEE,"9,049",243,2.69%,"2,557","3,932"
SCHMITZ,"23,931",242,1.01%,"2,558","1,496"
KEATING,"17,060",242,1.42%,"2,559","2,121"
LEARY,"15,505",242,1.56%,"2,560","2,351"
SHELLEY,"14,300",242,1.69%,"2,561","2,533"
RYDER,"14,228",242,1.70%,"2,562","2,544"
WILES,"13,105",242,1.85%,"2,563","2,754"
BRANSON,"11,587",242,2.09%,"2,564","3,106"
HAMMONS,"11,273",242,2.15%,"2,565","3,206"
BOURNE,"9,270",242,2.61%,"2,566","3,823"
TOLIVER,"7,536",242,3.21%,"2,567","4,708"
HABIB,"4,932",242,4.91%,"2,568","6,836"
MAR,"5,375",241,4.48%,"2,569","6,342"
MATA,"48,120",241,0.50%,"2,570",724
DIETZ,"18,720",241,1.29%,"2,571","1,925"
OMALLEY,"17,588",241,1.37%,"2,572","2,046"
LIGHT,"16,769",241,1.44%,"2,573","2,164"
SALISBURY,"13,038",241,1.85%,"2,574","2,768"
OVERSTREET,"12,342",241,1.95%,"2,575","2,907"
GROOMS,"11,045",241,2.18%,"2,576","3,267"
NUNLEY,"9,046",241,2.66%,"2,577","3,936"
MARTINS,"11,751",240,2.04%,"2,578","3,050"
WHATLEY,"11,579",240,2.07%,"2,579","3,109"
BRONSON,"11,229",240,2.14%,"2,580","3,215"
WHEAT,"10,979",240,2.19%,"2,581","3,290"
MASSIE,"10,920",240,2.20%,"2,582","3,296"
BARKSDALE,"10,294",240,2.33%,"2,583","3,472"
CROOKS,"10,244",240,2.34%,"2,584","3,489"
LASTER,"9,202",240,2.61%,"2,585","3,847"
JACOBSEN,"18,820",239,1.27%,"2,586","1,914"
BUSCH,"17,354",239,1.38%,"2,587","2,086"
BRUNNER,"15,593",239,1.53%,"2,588","2,337"
MCMAHAN,"14,368",239,1.66%,"2,589","2,522"
PARROTT,"13,753",239,1.74%,"2,590","2,620"
DOWD,"13,590",239,1.76%,"2,591","2,651"
LEGGETT,"12,977",239,1.84%,"2,592","2,777"
LARUE,"11,757",239,2.03%,"2,593","3,047"
IRVINE,"9,397",239,2.54%,"2,594","3,769"
GANTT,"9,122",239,2.62%,"2,595","3,891"
MCDANIELS,"7,256",239,3.29%,"2,596","4,858"
LAMPKIN,"6,034",239,3.96%,"2,597","5,743"
YEN,"5,066",239,4.72%,"2,598","6,671"
DABNEY,"7,376",238,3.23%,"2,599","4,793"
YEH,"6,958",238,3.42%,"2,600","5,046"
HITCHCOCK,"13,608",238,1.75%,"2,601","2,646"
CARRIER,"13,377",238,1.78%,"2,602","2,692"
WILLETT,"13,065",238,1.82%,"2,603","2,761"
MILAM,"11,787",238,2.02%,"2,604","3,038"
DOCKERY,"11,644",238,2.04%,"2,605","3,089"
SHIPP,"11,217",238,2.12%,"2,606","3,219"
KAUFFMAN,"22,353",237,1.06%,"2,607","1,606"
TALBOT,"15,562",237,1.52%,"2,608","2,342"
WESTFALL,"13,079",237,1.81%,"2,609","2,758"
SPURLOCK,"12,141",237,1.95%,"2,610","2,957"
GILMAN,"11,946",237,1.98%,"2,611","3,003"
TOMLIN,"11,797",237,2.01%,"2,612","3,036"
WATTERS,"11,569",237,2.05%,"2,613","3,113"
JEFFREY,"11,085",237,2.14%,"2,614","3,257"
AGNEW,"9,856",237,2.40%,"2,615","3,602"
CHOU,"9,834",237,2.41%,"2,616","3,610"
PEDRO,"6,649",237,3.56%,"2,617","5,246"
SERRANO,"75,996",236,0.31%,"2,618",429
RUTH,"15,012",236,1.57%,"2,619","2,414"
VANHORN,"14,151",236,1.67%,"2,620","2,554"
LUTHER,"13,906",236,1.70%,"2,621","2,589"
WELLER,"13,774",236,1.71%,"2,622","2,615"
SMALLEY,"11,737",236,2.01%,"2,623","3,055"
PANNELL,"8,687",236,2.72%,"2,624","4,089"
SLEDGE,"8,019",236,2.94%,"2,625","4,433"
FUENTES,"81,006",235,0.29%,"2,626",394
ROMANO,"29,018",235,0.81%,"2,627","1,219"
FENTON,"16,017",235,1.47%,"2,628","2,274"
PYLE,"15,180",235,1.55%,"2,629","2,389"
STRANGE,"14,948",235,1.57%,"2,630","2,425"
HARMAN,"14,658",235,1.60%,"2,631","2,458"
KNOTT,"14,622",235,1.61%,"2,632","2,466"
HEIM,"14,414",235,1.63%,"2,633","2,513"
BABB,"12,794",235,1.84%,"2,634","2,820"
BEGUM,"12,255",235,1.92%,"2,635","2,924"
SELBY,"11,908",235,1.97%,"2,636","3,008"
NOLEN,"10,820",235,2.17%,"2,637","3,315"
PARTRIDGE,"9,909",235,2.37%,"2,638","3,589"
SYLVA,"1,834",235,12.81%,"2,639","15,864"
WARFIELD,"7,443",235,3.16%,"2,640","4,758"
